Student_ID;gender;measurement_code;height_m;weight_kg;age
EXT_00095;female;8362.5;1.7402534736289144;86.49842860158346;40
EXT_00096;male;8775.0;1.9665566656717788;109.7353157449655;50
EXT_00097;male;9506.25;1.752603386788319;87.09932283507541;39
EXT_00098;male;11906.25;1.993451833217628;104.9630921331488;44
EXT_00099;female;8437.5;1.891114430096388;66.93897413376506;43
EXT_00100;female;8625.0;1.5389872117609058;58.22394462441047;38
EXT_00101;female;9712.5;1.9579513887960505;71.53935368457336;30
EXT_00102;female;5531.25;1.7736643711715747;77.51100957837237;30
EXT_00103;male;5962.5;1.8324481527862488;60.84303074103817;32
EXT_00104;female;8756.25;1.6006995513969438;70.2621469061135;40
EXT_00105;female;9993.75;1.676242363799031;72.79906470231367;27
EXT_00106;female;4950.0;1.523866894839378;60.3388338538671;41
EXT_00107;male;5737.5;1.9114774377032293;66.2042393836186;35
EXT_00108;female;8343.75;1.5197087925601815;63.547608741483806;40
EXT_00109;male;11212.5;1.8891859522727457;97.47034460829944;44
EXT_00110;male;10031.25;1.803544789359377;92.17542712753806;49
EXT_00111;female;11587.5;1.998038457898299;98.06389816067384;33
EXT_00112;male;11887.5;1.9190178009240872;80.41706741073575;18
EXT_00113;male;2812.5;1.646124478369694;75.0151986250809;24
EXT_00114;female;4950.0;1.7715062550071727;81.71915509972932;34
EXT_00115;male;6918.75;1.8068245982100803;59.45827678355404;36
EXT_00116;male;10200.0;1.629292110776387;71.80293303887066;47
EXT_00117;female;6393.75;1.8041136281176493;59.94878741087655;48
EXT_00118;female;7650.0;1.921236064296679;95.91009131736767;30
EXT_00119;male;4912.5;1.5529529022018789;68.07015624969279;48
EXT_00120;female;11006.25;1.9048942643440523;98.62351009411108;28
EXT_00121;male;7968.75;1.9011451539906803;86.82548863549184;57
EXT_00122;male;11250.0;1.7406217276884184;78.78141008350335;61
EXT_00123;male;9825.0;1.98457081002493;94.4656540947172;40
EXT_00124;male;7725.0;1.9400783689607424;106.448644588767;36
EXT_00125;male;3056.25;1.719190448570466;77.57111202049627;50
EXT_00126;female;9000.0;1.6516040968798371;74.85303475157515;50
EXT_00127;female;12768.75;1.84582339777932;62.81641687891026;30
EXT_00128;female;6656.25;1.7102277462838806;60.20952546320332;44
EXT_00129;female;9037.5;1.817804498272585;71.66420395076696;47
EXT_00130;male;10256.25;1.9166047284551315;99.15364212370498;35
EXT_00131;male;6487.5;1.7658025658251997;58.59465231040551;22
EXT_00132;male;13368.75;1.8699308906819576;65.51304098133994;35
EXT_00133;male;7293.75;1.914909780419121;77.60724351696885;34
EXT_00134;female;11812.5;1.7121905394891015;58.15732421570309;37
EXT_00135;male;9450.0;1.670908675848938;80.15950179177246;38
EXT_00136;female;11793.75;1.7246748994839436;59.00851917426591;38
EXT_00137;female;7556.250000000001;1.935818385260028;98.07155682096663;60
EXT_00138;male;6900.0;1.532106608335058;44.11148374706933;42
EXT_00139;female;11493.75;1.7084710081355297;71.86316672490105;36
EXT_00140;male;8043.75;1.8081453741770723;90.20339809971266;48
EXT_00141;female;8175.000000000001;1.854661926387984;92.59109235951524;35
EXT_00142;male;9562.5;1.692216548714575;68.57654717572463;35
EXT_00143;male;7556.250000000001;1.6379915168355954;67.66012233725259;19
EXT_00144;female;6468.75;1.6989320650990976;53.05457483000126;34
EXT_00145;male;7631.250000000001;1.6698226615360074;69.2215621640352;21
EXT_00146;male;9993.75;1.6480410445677252;73.05908909953348;47
EXT_00147;female;6731.25;1.645656695577567;51.44878806377645;46
EXT_00148;female;10612.5;1.5397118498162885;57.57023078338927;38
EXT_00149;male;8456.25;1.5400900070409518;67.16872752847503;34
EXT_00150;male;7218.75;1.7890811002997318;78.50557441848296;24
EXT_00151;female;7687.499999999999;1.8949558501114023;93.43832016879638;32
EXT_00152;male;12506.25;1.6961427288320132;65.18704651156395;25
EXT_00153;male;13237.5;1.679095607626292;52.98153608793038;18
EXT_00154;female;9356.25;1.735968682877647;81.4569260902404;24
EXT_00155;male;3825.0;1.7439270219631813;86.40950991625135;44
EXT_00156;male;13500.0;1.9643799312535524;72.4423871148805;19
EXT_00157;female;8493.75;1.676802638118243;69.27625569147936;36
EXT_00158;male;12225.0;1.502919957866999;42.1514875097482;19
EXT_00159;female;10443.75;1.748119610950407;85.4554575609253;26
EXT_00160;female;9225.0;1.593219131072127;72.68903344349825;45
EXT_00161;female;6975.0;1.6426221711533833;73.8394918402158;38
EXT_00162;female;7912.499999999999;1.6927987962566666;80.61416662826296;29
EXT_00163;female;13293.75;1.871223429408856;65.9306775794045;23
EXT_00164;female;9112.5;1.7370045108738312;65.77312286710416;36
EXT_00165;male;10593.75;1.5806838614771843;49.24001900586829;58
EXT_00166;male;6731.25;1.848898516531262;92.39966419524998;58
EXT_00167;female;11268.75;1.823447958446385;70.55711117066676;41
EXT_00168;female;8568.75;1.6922143665336915;74.40696653916883;22
EXT_00169;female;7725.0;1.547662924002028;50.64946916200748;39
EXT_00170;female;7800.0;1.9031524902915968;68.26750882779889;22
EXT_00171;female;7237.5;1.6316230874152722;72.45609921680317;28
EXT_00172;male;7931.250000000001;1.634910360064107;75.84402616421313;40
EXT_00173;male;10837.5;1.504791343856578;58.24547920101012;29
EXT_00174;female;10143.75;1.6371038025301223;66.18500460638575;20
EXT_00175;female;11493.75;1.5997144291519785;63.10075696858457;38
EXT_00176;male;6225.0;1.9200630799561256;90.97237335924667;31
EXT_00177;female;9675.0;1.7399355300551385;55.4202017890403;36
EXT_00178;female;7237.5;1.8946692542974983;75.90824593076023;45
EXT_00179;female;10031.25;1.9022070298387368;101.86020145035688;42
EXT_00180;female;8418.75;1.793683389728743;86.24207311111306;22
EXT_00181;male;10893.75;1.9489595934788329;106.9997408498606;40
EXT_00182;male;14156.25;1.8767615768481247;63.68971098027626;48
EXT_00183;female;7181.25;1.7264063752057488;62.74594897583381;20
EXT_00184;male;7368.75;1.8342614325179831;72.71626136238089;40
EXT_00185;male;14081.25;1.5934150676163965;46.00502671934787;31
EXT_00186;male;9506.25;1.543787281493119;65.17660097656056;42
EXT_00187;female;4443.75;1.63673725768749;74.46232322251156;43
EXT_00188;male;8325.0;1.9232966786501;78.0121449344878;31
EXT_00189;female;11906.25;1.691145394260386;62.29255703835212;18
EXT_00190;female;12150.0;1.565728946058155;46.06879530484795;43
EXT_00191;female;3900.0;1.641325909252936;61.64551040420169;37
EXT_00192;male;11700.0;1.9326095867610311;70.81577544327372;18
EXT_00193;female;10593.75;1.7294702582984105;84.42408722215221;37
EXT_00194;male;6281.25;1.568440159845914;65.16101676191994;30
EXT_00195;female;10668.75;1.837907433208046;84.11106493419994;42
EXT_00196;male;11231.25;1.8658526363615755;95.1425354922164;28
EXT_00197;female;11250.0;1.8967687011144152;98.18715559605238;27
EXT_00198;female;4931.25;1.685802549650428;70.23425347635673;36
EXT_00199;male;3300.0;1.5176754105203472;52.92228907077214;25
EXT_00200;male;7256.25;1.5816782558568132;53.13399454748696;26
EXT_00201;female;3506.25;1.9681403107344635;109.26090012953246;54
EXT_00202;male;12712.5;1.873110210737488;65.14615087919593;40
EXT_00203;male;8137.5;1.880605757582737;91.5660472494084;35
EXT_00204;male;4537.5;1.611180652374085;73.1734328093674;55
EXT_00205;female;6750.0;1.7786725323582333;83.91817972339771;39
EXT_00206;female;7350.0;1.9463224698985544;69.77216862957087;39
EXT_00207;male;9918.75;1.9015230632799367;86.79246759972078;50
EXT_00208;female;11568.75;1.5166966024329287;61.920880373001005;33
EXT_00209;male;3356.25;1.9937978872566404;104.9252804144204;28
EXT_00210;female;7762.499999999999;1.913740479878503;98.10495697290624;41
EXT_00211;male;9731.25;1.6284929689268903;71.33620168946112;29
EXT_00212;female;7781.250000000001;1.789805449614142;86.46796001417101;44
EXT_00213;female;11512.5;1.763166175489759;67.13052434354063;36
EXT_00214;male;4556.25;1.8962935800167844;93.97332158623428;27
EXT_00215;female;5362.5;1.817423867094785;60.15791609343625;37
EXT_00216;male;5493.75;1.515249694823941;52.45303006593638;34
EXT_00217;female;4593.75;1.9308454518936728;105.29858421961836;20
EXT_00218;female;7443.75;1.6168685473971594;48.24830758594248;39
EXT_00219;female;9318.75;1.855367589344029;75.68539960272848;23
EXT_00220;female;11043.75;1.8141111161454933;69.59049243642659;48
EXT_00221;female;12956.25;1.908310762146368;78.97800017328196;23
EXT_00222;female;4725.0;1.7186806457813073;77.69064755331291;41
EXT_00223;female;5812.5;1.8659722678561192;62.89448390590239;23
EXT_00224;male;7387.5;1.9234992998786344;94.13191337736534;44
EXT_00225;female;7143.75;1.9462345469760056;104.50728461006156;42
EXT_00226;male;7800.0;1.616628820726999;65.85796355534815;38
EXT_00227;female;11025.0;1.685861498953022;59.99263566924484;53
EXT_00228;male;7200.0;1.5291119390356305;42.58521928484632;22
EXT_00229;male;13968.75;1.6257400975068887;47.890534346870304;53
EXT_00230;female;8568.75;1.5527568232006006;65.84608814604327;20
EXT_00231;female;11400.0;1.9904762523699664;74.37993193907279;47
EXT_00232;male;10706.25;1.822011608317774;83.96468389807757;43
EXT_00233;male;9412.5;1.7201617091841743;83.90465140943672;28
EXT_00234;male;7350.0;1.6022916860752192;62.63283200490213;30
EXT_00235;male;9825.0;1.950831707338379;91.35208263154026;28
EXT_00236;female;3037.5;1.6610337675978648;76.89559464944708;45
EXT_00237;female;12525.0;1.6400481226307282;48.686961731575856;41
EXT_00238;female;10050.0;1.8017465480216897;91.87042890993273;33
EXT_00239;female;6356.25;1.7208629452161346;53.76932010866462;39
EXT_00240;male;3731.25;1.7110026254228616;77.65428227091358;49
EXT_00241;male;3806.249999999999;1.5573844359346087;68.77635345579608;33
EXT_00242;female;8493.75;1.5730076074115071;52.5992584880128;31
EXT_00243;male;8737.5;1.554421161413773;57.72762072997802;30
EXT_00244;male;8287.5;1.779361704106276;84.515510917867;25
EXT_00245;female;4743.75;1.6213035084767262;65.84656689245045;28
EXT_00246;female;8925.0;1.6167854490233686;64.35701727296882;47
EXT_00247;male;3956.249999999999;1.731421128517164;68.54291297845695;37
EXT_00248;female;10950.0;1.6603520466817847;67.4086646612726;22
EXT_00249;male;5625.0;1.7078930310345914;79.27934254556493;22
EXT_00250;male;12318.75;1.8260914770587329;62.78867303699696;18
EXT_00251;female;12150.0;1.646334053623338;49.82034551174223;45
EXT_00252;female;11906.25;1.9908053278212163;104.90668233062875;20
EXT_00253;male;10537.5;1.7291617972937878;84.05885649632364;39
EXT_00254;male;12131.25;1.708413251962426;70.93145580008522;53
EXT_00255;female;8343.75;1.5773376515639563;64.78699370091347;31
EXT_00256;male;4987.5;1.662566464200132;74.86895098562105;35
EXT_00257;male;7725.0;1.9646885549371893;76.43090631958754;45
EXT_00258;female;7387.5;1.9809992311587168;73.60003833748753;31
EXT_00259;male;5606.25;1.9145908899749589;99.69860117969652;30
EXT_00260;male;6300.0;1.6392925864235328;66.1111083848155;40
EXT_00261;female;4631.25;1.8972761472108528;97.02935364457092;48
EXT_00262;female;10125.0;1.8380748392111823;80.02420119374082;26
EXT_00263;male;7350.0;1.8090872600478336;61.135679597771706;42
EXT_00264;female;10706.25;1.872140469647082;91.79110335995148;27
EXT_00265;male;5962.5;1.5842589029190473;46.93124808997027;28
EXT_00266;female;10012.5;1.7500356253369;70.13906357179266;18
EXT_00267;female;6000.0;1.6638556097661146;49.95559209498873;66
EXT_00268;female;10650.0;1.5056948340442764;61.661063290865314;29
EXT_00269;male;2962.5;1.8176616733541608;92.08112926215551;36
EXT_00270;male;6600.0;1.5016894234042062;59.10083662794717;37
EXT_00271;female;7237.5;1.954490445957432;103.82592542387437;41
EXT_00272;female;2718.75;1.5715309763617011;68.0938614669601;32
EXT_00273;female;6768.75;1.5821705927653222;49.4262108406143;30
EXT_00274;male;2868.75;1.7366065934421997;82.3618280900189;31
EXT_00275;male;8100.000000000001;1.8648863186680784;93.67974499507204;21
EXT_00276;female;13050.0;1.8462751184043988;64.05699010677856;44
EXT_00277;female;9562.5;1.992055159518249;112.5253065784381;38
EXT_00278;female;11306.25;1.633198576988345;53.21388321527474;47
EXT_00279;female;11812.5;1.998364107039731;98.09586654098412;37
EXT_00280;female;8587.5;1.8524180987586685;90.6365057975468;22
EXT_00281;female;14043.75;1.550940413968818;49.83075709761672;30
EXT_00282;female;12412.5;1.8350863460294675;80.89649215508486;32
EXT_00283;male;3806.249999999999;1.513385292851564;60.79513259783661;45
EXT_00284;male;10912.5;1.9283491115637843;95.16288615717882;35
EXT_00285;female;3675.0;1.9901610363639128;104.83879066787212;50
EXT_00286;female;5531.25;1.9789361674208348;72.49581555791518;31
EXT_00287;male;9731.25;1.6863285649470736;78.13988717176117;38
EXT_00288;male;9562.5;1.8774634183188472;90.5360159364424;45
EXT_00289;male;8568.75;1.7998431571140296;85.74620077075684;36
EXT_00290;female;10237.5;1.8805029914747773;97.2370066511564;44
EXT_00291;male;7350.0;1.643462470968908;63.52154116242935;28
EXT_00292;female;7481.25;1.508557292936082;48.24976392385136;43
EXT_00293;male;4987.5;1.906201242015657;96.51899841105008;36
EXT_00294;male;8943.75;1.5945455221794511;56.234295765993885;31
EXT_00295;male;10162.5;1.7652040617067817;59.25340715373305;37
EXT_00296;male;6187.5;1.9436054965208485;68.30732973232865;52
EXT_00297;male;5718.75;1.907875793728557;89.48119984357491;40
EXT_00298;female;10443.75;1.6724914228479393;72.83938763280625;32
EXT_00299;male;8906.25;1.786234677120857;59.89889464553794;39
EXT_00300;male;8456.25;1.792215218278286;69.12076153860119;35
EXT_00301;female;6693.75;1.7021562156098793;77.77344058321867;22
EXT_00302;female;8943.75;1.5910404666251274;56.1292040989304;23
EXT_00303;female;7593.75;1.620149561725183;73.54907042722519;51
EXT_00304;female;9450.0;1.8632853541638967;86.9038972004206;25
EXT_00305;female;7312.5;1.7491775461503158;65.04078336415496;35
EXT_00306;female;8325.0;1.583393667591837;69.03208723569256;32
EXT_00307;male;4725.0;1.5728705879369889;63.86600336863633;45
EXT_00308;male;10687.5;1.872540085581109;91.5682959191868;37
EXT_00309;male;9918.75;1.562729044770491;58.48319720487106;29
EXT_00310;male;9862.5;1.5317106622901653;53.07296220393697;35
EXT_00311;male;8981.25;1.7616648155973706;88.00230478908762;39
EXT_00312;female;7200.0;1.6879419773978368;75.6283837581576;24
EXT_00313;female;8231.25;1.70601682197523;54.7484467741065;45
EXT_00314;female;11493.75;1.8643543523008248;74.92701728869713;40
EXT_00315;female;8681.25;1.801972815064825;69.87545720211733;19
EXT_00316;female;12037.5;1.9029992272783536;79.62132499630586;41
EXT_00317;female;5981.25;1.980278611950796;70.98262969128882;21
EXT_00318;male;7106.25;1.992907552906758;100.7510984794473;30
EXT_00319;male;9131.25;1.9216958231645351;96.78380166847198;45
EXT_00320;male;3693.75;1.9962908977438816;111.73881444528688;50
EXT_00321;male;6787.5;1.609962274019687;68.70518415737605;40
EXT_00322;male;10481.25;1.914431286583776;92.49337548697967;30
EXT_00323;female;2700.0;1.9766535837911865;108.5295021182638;38
EXT_00324;female;7631.250000000001;1.8237114494793163;62.74936523296827;42
EXT_00325;female;10931.25;1.9977601141321897;105.79004097876414;25
EXT_00326;female;8212.5;1.6984305861012678;61.75269785214925;28
EXT_00327;female;13743.75;1.938935713838192;67.97948831731958;51
EXT_00328;male;9918.75;1.8336993122804035;86.23875839604956;39
EXT_00329;female;13912.5;1.68008602488569;51.67313704849083;41
EXT_00330;male;7518.75;1.5539118369259737;62.29054665826176;45
EXT_00331;female;9618.75;1.616479737376817;74.8758220653293;40
EXT_00332;female;10668.75;1.7219943134843876;71.73133409021123;39
EXT_00333;male;10575.0;1.692305537989384;80.40670133809533;35
EXT_00334;male;7481.25;1.6800104689272517;72.86311480992285;42
EXT_00335;female;3900.0;1.5260924959831814;61.77685171121863;40
EXT_00336;female;7612.499999999999;1.8903927416827384;97.06087508762872;52
EXT_00337;female;7762.499999999999;1.6674284754994906;74.78812300321493;25
EXT_00338;female;3337.5;1.887083442534364;81.55458688918588;38
EXT_00339;male;8381.25;1.9799924541188376;100.2550440606194;35
EXT_00340;male;9900.0;1.7495917622275443;73.30560617877923;41
EXT_00341;female;12675.0;1.6610972119881438;65.35594008066549;18
EXT_00342;male;3037.5;1.9106297101864227;101.19584196648992;41
EXT_00343;female;10125.0;1.6771261517511196;66.25554983550116;21
EXT_00344;female;10687.5;1.7316629695583463;75.95601003790796;53
EXT_00345;female;8400.0;1.7453048441558696;81.88023791301082;52
EXT_00346;male;8287.5;1.8233105668287777;90.6671297211676;42
EXT_00347;female;11587.5;1.7770049271970731;68.12946240096183;50
EXT_00348;male;11550.0;1.82643654648508;82.1920261745761;41
EXT_00349;female;10518.75;1.6298206169382454;51.55501004774802;18
EXT_00350;female;6937.5;1.7539224266120792;69.87632421565124;37
EXT_00351;male;7818.75;1.8401210422584653;80.83498291359008;53
EXT_00352;female;4706.25;1.975780426269508;95.23492584873496;39
EXT_00353;female;5925.0;1.676851979048739;51.89459344191775;24
EXT_00354;male;10050.0;1.888415684724144;95.65889317016676;28
EXT_00355;male;13087.5;1.8146898348084524;71.54186237103251;29
EXT_00356;male;4275.0;1.5021816348251544;63.81848427095349;38
EXT_00357;female;8831.25;1.6778363582324745;80.72039826436097;52
EXT_00358;male;13218.75;1.5771329176483064;46.78878600764699;27
EXT_00359;female;10631.25;1.83228971400452;87.17235949884814;29
EXT_00360;female;9487.5;1.7612882996683723;87.79084854809385;22
EXT_00361;female;8250.0;1.967761511379429;106.54262285728002;49
EXT_00362;male;7237.5;1.5243151819572838;42.535480170608174;20
EXT_00363;male;3093.75;1.6395652353871348;74.56921474256703;24
EXT_00364;female;13556.25;1.7494382062400435;56.77042900106255;36
EXT_00365;female;3056.25;1.791552878639949;89.21500563214958;32
EXT_00366;female;2756.25;1.8659363686432504;96.1916882049191;46
EXT_00367;female;8531.25;1.7317507830835923;75.01136632635507;41
EXT_00368;female;10837.5;1.533202676730249;64.41766302211862;37
EXT_00369;female;5606.25;1.6149102102625223;64.25653016432466;28
EXT_00370;female;7275.0;1.6372722923702223;72.90862592340378;32
EXT_00371;male;5906.25;1.661302925427552;50.1633132620776;37
EXT_00372;female;9375.0;1.8153435941561584;85.44425234875203;29
EXT_00373;female;13575.0;1.6128437256902644;48.29994945574337;45
EXT_00374;male;6693.75;1.848220635553685;77.71961343478426;24
EXT_00375;female;10181.25;1.536689194871888;59.06474943419587;33
EXT_00376;female;6712.5;1.5530469188519276;49.87610003417374;39
EXT_00377;male;10556.25;1.756437371152634;86.15534863596119;30
EXT_00378;male;8512.5;1.8533471901712573;91.56157503809769;43
EXT_00379;female;5512.5;1.588043879134601;62.27764267694614;50
EXT_00380;male;8212.5;1.858865860642433;64.74000812065105;18
EXT_00381;male;9806.25;1.5356283638826294;67.00036647295964;27
EXT_00382;female;11193.75;1.9861114707196743;83.63321933930965;18
EXT_00383;female;2737.5;1.727824774719939;83.14818067499601;37
EXT_00384;female;7856.250000000001;1.939696528403598;103.80631780458027;36
EXT_00385;male;9675.0;1.9728608774616607;71.39702617184416;26
EXT_00386;male;10575.0;1.5006217194330511;57.5445591282664;19
EXT_00387;female;3093.75;1.7933215062228172;84.10466067036955;22
EXT_00388;male;12468.75;1.8193320385798395;61.7063971694247;18
EXT_00389;female;9600.0;1.5393492883537547;64.80240752796068;24
EXT_00390;female;9412.5;1.7772562778454826;85.14166891746055;43
EXT_00391;female;7668.75;1.6174867024979764;73.89396029756712;27
EXT_00392;male;8475.0;1.604418510225992;69.24262656120186;50
EXT_00393;male;8718.75;1.759793026483562;66.7582136946471;37
EXT_00394;male;7462.5;1.671633578536202;73.18227397672653;37
EXT_00395;male;11512.5;1.9746280423433928;83.76144380044025;39
EXT_00396;female;8681.25;1.6065614000527793;63.93135279483882;34
EXT_00397;female;5512.5;1.9847951682273004;97.0625948275315;19
EXT_00398;female;3075.0;1.6859489952874709;72.688888097244;38
EXT_00399;male;3656.25;1.6271262013072718;70.12847931113082;18
EXT_00400;female;5193.75;1.5050869090337395;51.66715335938336;29
EXT_00401;male;14006.25;1.961602651446427;79.49739915599231;30
EXT_00402;female;12712.5;1.561644905877514;45.099890359887766;31
EXT_00403;female;8850.0;1.560750688150459;69.1649985066209;50
EXT_00404;female;7893.75;1.8448371005514217;84.17434520742164;44
EXT_00405;male;8700.0;1.813296255546605;93.05203515363696;22
EXT_00406;female;7668.75;1.7793265059650047;78.36152670577701;22
EXT_00407;female;7125.0;1.9660684086537643;89.96860898691604;34
EXT_00408;female;7612.499999999999;1.750112390467773;72.83430769257555;44
EXT_00409;male;8850.0;1.921666177445969;99.54006902521668;49
EXT_00410;female;11831.25;1.663187102659189;67.74240681277205;30
EXT_00411;male;11962.5;1.5302059958472471;57.25522939263637;18
EXT_00412;female;3393.75;1.988653953995752;111.7720143632889;43
EXT_00413;female;8418.75;1.6249794906197477;72.11387858582874;31
EXT_00414;male;11362.5;1.6207531134280306;71.6411087641815;27
EXT_00415;male;10631.25;1.966277439209656;108.54861505892576;39
EXT_00416;male;9637.5;1.931190959244258;68.13417597017352;37
EXT_00417;male;6675.0;1.5051963512721045;45.66500107654299;53
EXT_00418;female;5550.0;1.8256599486131195;89.9047594159794;29
EXT_00419;female;12150.0;1.830029086291934;73.81994306742028;35
EXT_00420;female;10031.25;1.642879162296353;76.23225160954372;35
EXT_00421;male;8887.5;1.519406473905901;63.34983011954015;27
EXT_00422;female;3356.25;1.5646481855856786;56.06600167152437;37
EXT_00423;male;8793.75;1.656541584675676;71.76429695760375;39
EXT_00424;female;5381.25;1.570895520714525;45.82017049649351;40
EXT_00425;female;11250.0;1.998261035962336;103.9037616091244;26
